Ville,Évènements,Date,Victimes,Capture,Comment
Ustynivka,Combats,"26,05,2022",,Contesté,
Komishuvakha,Combats,"26,05,2022",,Ukraine,
Nyrkovo,Combats,"26,05,2022",,Ukraine,
Berestov,Combats,"26,05,2022",,Ukraine,
Bilohorivka,Combats,"26,05,2022",,Ukraine,
Midna Ruda,Combats,"26,05,2022",,Russie,
Chepil,Artillerie russe,"26,05,2022",,Ukraine,
Kurulka,Artillerie russe,"26,05,2022",,Ukraine,
Studenok,Artillerie russe,"26,05,2022",,Ukraine,
Chornobayivka,Fortification,"26,05,2022",,Russie,
Pravdyne,Fortification,"26,05,2022",,Russie,
Zorya,Fortification,"26,05,2022",,Russie,
Vesele,Combats,"02,06,2022",,Ukraine,
Borshchova,Combats,"02,06,2022",,Inconnu,
Yarova,Combats,"02,06,2022",,Russie,
Dibrova,Combats,"02,06,2022",,Russie,
Severodonetsk,Combats,"02,06,2022",,Contesté,
Davydiv Brid,Combats,"02,06,2022",,Ukraine,
Velyka Oleksandrivka,Mouvement de troupes,"02,06,2022",,Inconnu,
Ustynivka,Combats,"02,06,2022",,Ukraine,
Bobrove,Combats,"02,06,2022",,Ukraine,
Nahirne,Combats,"02,06,2022",,Ukraine,
Komishuvakha,Combats,"02,06,2022",,Ukraine,
Bilohorivka,Combats,"02,06,2022",,Ukraine,proche popasna
Dovgenke,Artillerie russe,"02,06,2022",,Ukraine,
Kurulka,Artillerie russe,"02,06,2022",,Ukraine,
Virnopillya,Artillerie russe,"02,06,2022",,Ukraine,
Dolyna,Artillerie russe,"02,06,2022",,Ukraine,
Kostromka,Combats,"02,06,2022",,Ukraine,
Lozova,Combats,"02,06,2022",,Ukraine,
Bruskinske,Combats,"02,06,2022",,Ukraine,
Tamaryne,Artillerie Ukrainienne,"02,06,2022",,Russie,
Voronove,Combats,"02,06,2022",,Contesté,
Metolkine,Combats,"02,06,2022",,Russie,proche severodonetsk
Sosnove,Combats,"02,06,2022",,Russie,
Studenok,Combats,"02,06,2022",,Russie,
Sviatohirsk,Combats,"02,06,2022",,Contesté,
Andriivka,Combats,"02,06,2022",,Contesté,
Yarova,Combats,"02,06,2022",,Russie,
Bilohorivka,Combats,"03,06,2022",,Ukraine,
Severodonetsk,Combats,"03,06,2022",,Contesté,
Bohorodychne,Combats,"03,06,2022",,Ukraine,
Dolyna,Combats,"03,06,2022",,Ukraine,
Metolkine,Combats,"03,06,2022",,Ukraine,
Vrubivka,Combats,"03,06,2022",,Ukraine,
Studenok,Combats,"03,06,2022",,Contesté,
Severodonetsk,Combats,"04,06,2022",,Contesté,
Severodonetsk,Artillerie Ukrainienne,"04,06,2022",,Contesté,
Lysychansk,Bombardement,"04,06,2022",,Ukraine,
Bakhmut,Bombardement,"04,06,2022",,Ukraine,
Kramatorsk,Bombardement,"04,06,2022",,Ukraine,
Kostiantynivka,Bombardement,"04,06,2022",,Ukraine,
Lysychansk,Bombardement,"04,06,2022",,Ukraine,
Sloviansk,Bombardement,"04,06,2022",,Ukraine,
Soledar,Bombardement,"04,06,2022",,Ukraine,
Svyatogorsk,Artillerie russe,"04,06,2022",,Ukraine,
Starodubivka,Artillerie russe,"04,06,2022",,Ukraine,
Ustynivka,Artillerie russe,"04,06,2022",,Ukraine,
Toshkivka,Artillerie russe,"04,06,2022",,Ukraine,
Yakovlivka,Artillerie russe,"04,06,2022",,Ukraine,
New York,Artillerie russe,"04,06,2022",,Ukraine,
Marinka,Artillerie russe,"04,06,2022",,Ukraine,
Krasnohorivka,Artillerie russe,"04,06,2022",,Ukraine,
Polohy,Combats,"04,06,2022",,Inconnu,
Ivanivka,Bombardement,"03,05,2022",,Russie,80km nord Crimée
Orikhiv,Aéronef abattu,"05,06,2022",,,
Severodonetsk,Combats,"05,06,2022",,Contesté,
Voronove,Combats,"05,06,2022",,Ukraine,
Kyiv,Bombardement,"05,06,2022",,Ukraine,
Studenok,Combats,"05,06,2022",,Russie,
Sosnove,Combats,"05,06,2022",,Russie,
Shchurove,Combats,"05,06,2022",,Russie,
Sviatohirsk,Combats,"05,06,2022",,Ukraine,
Dovgenke,Combats,"05,06,2022",,Contesté,
Staryi Karavan,Combats,"05,06,2022",,Contesté,
Brusivka,Combats,"05,06,2022",,Contesté,
Pasika,Combats,"05,06,2022",,Contesté,
Sukhyi Stavok,Combats,"05,06,2022",,Ukraine,
Blahodativka,Combats,"05,06,2022",,Ukraine,
Kostromka,Combats,"05,06,2022",,Ukraine,
Davydiv Brid,Combats,"05,06,2022",,Russie,
Metolkine,Combats,"05,06,2022",,Ukraine,
Voronove,Combats,"05,06,2022",,Contesté,
Donetsk,Bombardement,"04,06,2022",,Russie,
Mykolaivka,Combats,"06,06,2022",,Inconnu,
Lypove,Combats,"06,06,2022",,Russie,
Nyrkovo,Combats,"06,06,2022",,Russie,
Dibrova,Combats,"06,06,2022",,Russie,
Ozerene,Combats,"06,06,2022",,Ukraine,
Tsupivka,Combats,"06,06,2022",,Ukraine,
Rubizhne K,Combats,"06,06,2022",,Contesté,
Polohy,Artillerie Ukrainienne,"02,06,2022",,Russie,
Dovgenke,Combats,"06,06,2022",,Contesté,
Severodonetsk,Combats,"06,06,2022",,Contesté,
Berestov,Artillerie russe,"06,06,2022",,Ukraine,
Fedorivka,Artillerie russe,"06,06,2022",,Ukraine,
Myronivka,Artillerie russe,"06,06,2022",,Ukraine,
Metolkine,Combats,"07,06,2022",,Russie,
Severodonetsk,Combats,"07,06,2022",,Contesté,
Blahodatne,Combats,"07,06,2022",,Ukraine,Kherson
Hulyaipole,Combats,"07,06,2022",,,
Orikhove,Combats,"07,06,2022",,,
Sviatohirsk,Combats,"07,06,2022",,Contesté,
Tsupivka,Combats,"07,06,2022",,Inconnu,
Velyki Prokhody,Combats,"07,06,2022",,Inconnu,Kharkiv
Ternova,Combats,"07,06,2022",,Inconnu,
Velyka Komyshuvakha,Artillerie russe,"07,06,2022",,Ukraine,
Dolyna,Artillerie russe,"07,06,2022",,Ukraine,
Kurulka,Artillerie russe,"07,06,2022",,Ukraine,
Hrushuvakha,Artillerie russe,"07,06,2022",,Ukraine,
Chernova Polyana,Artillerie russe,"07,06,2022",,Ukraine,
Shnurky,Artillerie russe,"07,06,2022",,Ukraine,
Lysychansk,Artillerie russe,"07,06,2022",,Ukraine,
Borivske,Artillerie russe,"07,06,2022",,Ukraine,
Komishuvakha,Combats,"07,06,2022",,Ukraine,
Svitlodarsk,Combats,"07,06,2022",,Ukraine,
Sviatohirsk,Combats,"08,06,2022",,Contesté,
Ustynivka,Combats,"08,06,2022",,Ukraine,
Toshkivka,Combats,"08,06,2022",,Ukraine,
Zolote,Combats,"08,06,2022",,Ukraine,
Vrubivka,Combats,"08,06,2022",,Ukraine,
Nahirne,Combats,"08,06,2022",,Ukraine,
Berestov,Combats,"08,06,2022",,Contesté,
Nahirne,Combats,"08,06,2022",,Ukraine,
Severodonetsk,Combats,"08,06,2022",,Contesté,
Komishuvakha,Combats,"08,06,2022",,Contesté,
Lysychansk,Artillerie russe,"08,06,2022",,Ukraine,
Voronove,Artillerie russe,"08,06,2022",,Ukraine,
Hirsk,Artillerie russe,"08,06,2022",,Ukraine,
Dovgenke,Combats,"08,06,2022",,Contesté,
Kamyanka,Artillerie russe,"08,06,2022",,Ukraine,
Avdiyivka,Artillerie russe,"08,06,2022",,Ukraine,
Pisky,Artillerie russe,"08,06,2022",,Ukraine,
Krasnohorivka,Artillerie russe,"08,06,2022",,Ukraine,
Mykilske,Artillerie russe,"08,06,2022",,Ukraine,
Marinka,Bombardement,"08,06,2022",,Ukraine,
Oleksandrivka,Artillerie russe,"09,06,2022",,Ukraine,
Tavriyske,Artillerie russe,"09,06,2022",,Ukraine,Kherson
Lyubymivka,Artillerie russe,"09,06,2022",,Ukraine,Kherson
Lyubomyrivka,Artillerie russe,"09,06,2022",,Ukraine,Kherson
Shyroke,Artillerie russe,"09,06,2022",,Ukraine,Kherson
Bereznehuvate,Artillerie russe,"09,06,2022",,Ukraine,Kherson
Bila Krynytsya,Artillerie russe,"09,06,2022",,Ukraine,Kherson
Dobryanka,Artillerie russe,"09,06,2022",,Ukraine,Kherson
Zolote,Combats,"09,06,2022",,Ukraine,
Katerynivka,Combats,"09,06,2022",,Contesté,
Sviatohirsk,Combats,"09,06,2022",,Contesté,
Dovgenke,Combats,"09,06,2022",,Contesté,
Severodonetsk,Combats,"09,06,2022",,Contesté,
Lysychansk,Artillerie russe,"09,06,2022",,Ukraine,
Pryvillya,Artillerie russe,"09,06,2022",,Ukraine,
Voronove,Artillerie russe,"09,06,2022",,Ukraine,
Toshkivka,Artillerie russe,"09,06,2022",,Ukraine,
Hirsk,Artillerie russe,"09,06,2022",,Ukraine,
Komishuvakha,Artillerie russe,"09,06,2022",,Ukraine,
Vrubivka,Artillerie russe,"09,06,2022",,Ukraine,
Mykolaivka,Artillerie russe,"09,06,2022",,Ukraine,
New York,Artillerie russe,"09,06,2022",,Ukraine,
Semyhirya,Artillerie russe,"09,06,2022",,Ukraine,
Tetyanivka,Combats,"10,06,2022",,Ukraine,Donestk
Pryshyb,Combats,"10,06,2022",,Ukraine,
Dolyna,Artillerie Ukrainienne,"10,06,2022",,Russie,
Izyum,Fortification,"10,06,2022",,Russie,
Chernova Polyana,Artillerie russe,"10,06,2022",,Ukraine,
Nova Dmytrivka,Artillerie russe,"10,06,2022",,Ukraine,
Hrushuvakha,Artillerie russe,"10,06,2022",,Ukraine,
Dibrovne,Artillerie russe,"10,06,2022",,Ukraine,sud Izyum
Kharkiv,Artillerie russe,"10,06,2022",,Ukraine,
Husarivka,Artillerie russe,"10,06,2022",,Ukraine,
Bayrak,Artillerie russe,"10,06,2022",,Ukraine,kharkiv
Chepil,Artillerie russe,"10,06,2022",,Ukraine,
Severodonetsk,Combats,"10,06,2022",,Contesté,
Lysychansk,Artillerie russe,"10,06,2022",,Ukraine,
Severodonetsk,Artillerie russe,"10,06,2022",,Contesté,
Ustynivka,Artillerie russe,"10,06,2022",,Ukraine,
Toshkivka,Artillerie russe,"10,06,2022",,Ukraine,
Zolote,Artillerie russe,"10,06,2022",,Ukraine,
Hirsk,Artillerie russe,"10,06,2022",,Ukraine,
New York,Artillerie russe,"10,06,2022",,Ukraine,
Vrubivka,Artillerie russe,"10,06,2022",,Ukraine,
Komishuvakha,Artillerie russe,"10,06,2022",,Ukraine,
Berestov,Artillerie russe,"10,06,2022",,Ukraine,
Avdiyivka,Artillerie russe,"10,06,2022",,Ukraine,
Marinka,Bombardement,"10,06,2022",,Ukraine,
Orikhiv,Artillerie russe,"10,06,2022",,Ukraine,
Novobakhmutivka,Artillerie russe,"10,06,2022",,Ukraine,
Krasnohorivka,Bombardement,"10,06,2022",,Ukraine,
Oleksandropillia,Bombardement,"10,06,2022",,Ukraine,
Sviatohirsk,Mouvement de troupes,"10,06,2022",,Russie,
Dronivka,Artillerie russe,"10,06,2022",,Ukraine,
Serebryanka,Artillerie russe,"10,06,2022",,Ukraine,
Tavriyske,Combats,"11,06,2022",,Ukraine,
Kyselivka,Combats,"11,06,2022",,Inconnu,Kherson
Stanislav,Combats,"11,06,2022",,Inconnu,Kherson
Soldatske,Combats,"11,06,2022",,Inconnu,
Virnopillya,Combats,"11,06,2022",,Ukraine,
Brazhivka,Combats,"11,06,2022",,Ukraine,Izyum
Dolyna,Combats,"11,06,2022",,Ukraine,
Metolkine,Combats,"11,06,2022",,Contesté,
Toshkivka,Combats,"11,06,2022",,Ukraine,
Nyrkovo,Combats,"11,06,2022",,Ukraine,
Mykolaivka,Combats,"11,06,2022",,Ukraine,
Berestov,Combats,"11,06,2022",,Ukraine,
Volodymyrivka,Combats,"11,06,2022",,Ukraine,
Dovgenke,Combats,"11,06,2022",,Russie,
Orikhiv,Combats,"11,06,2022",,Contesté,
Bohorodychne,Combats,"11,06,2022",,Ukraine,
Prudyanka,Artillerie russe,"11,06,2022",,Ukraine,
Tsyrkuny,Artillerie russe,"11,06,2022",,Ukraine,
Ternova,Bombardement,"11,06,2022",,Ukraine,
Lysychansk,Artillerie russe,"11,06,2022",,Ukraine,
Serebryanka,Artillerie russe,"11,06,2022",,Ukraine,
Bilohorivka,Artillerie russe,"11,06,2022",,Ukraine,
Lysychansk,Bombardement,"11,06,2022",,Ukraine,
Severodonetsk,Artillerie russe,"11,06,2022",,Contesté,
Ustynivka,Artillerie russe,"11,06,2022",,Ukraine,
Nyrkovo,Combats,"11,06,2022",,Contesté,
Hirsk,Combats,"11,06,2022",,Ukraine,
Komishuvakha,Combats,"11,06,2022",,Ukraine,
Novoluhanske,Combats,"11,06,2022",,Ukraine,
New York,Artillerie russe,"11,06,2022",,Ukraine,
Avdiyivka,Artillerie russe,"11,06,2022",,Ukraine,
Krasnohorivka,Artillerie russe,"11,06,2022",,Ukraine,
Marinka,Bombardement,"11,06,2022",,Ukraine,
Svetlodarsk,Incident,"12,06,2022",,Russie,
Berdiansk,Incident,"12,06,2022",,Russie,
Bohorodychne,Combats,"12,06,2022",,Ukraine,
Severodonetsk,Combats,"12,06,2022",,Contesté,
Lysychansk,Artillerie russe,"12,06,2022",,Ukraine,
Vasylivka,Combats,"12,06,2022",,Russie,
Toshkivka,Combats,"12,06,2022",,Ukraine,
Petrivske,Artillerie russe,"12,06,2022",,Ukraine,
Kurulka,Artillerie russe,"12,06,2022",,Ukraine,
Dolyna,Artillerie russe,"12,06,2022",,Ukraine,
Dronivka,Artillerie russe,"12,06,2022",,Ukraine,
Shypylivka,Artillerie russe,"12,06,2022",,Ukraine,
Hirsk,Artillerie russe,"12,06,2022",,Ukraine,
Komishuvakha,Artillerie russe,"12,06,2022",,Ukraine,
Vrubivka,Artillerie russe,"12,06,2022",,Ukraine,
Mykolaivka,Artillerie russe,"12,06,2022",,Ukraine,
Bilohorivka,Artillerie russe,"12,06,2022",,Ukraine,
Virnopillya,Combats,"12,06,2022",,Ukraine,
Brazhivka,Combats,"12,06,2022",,Contesté,
Dolyna,Combats,"12,06,2022",,Ukraine,
Metolkine,Combats,"12,06,2022",,Ukraine,
Nyrkovo,Combats,"12,06,2022",,Ukraine,
Berestov,Combats,"12,06,2022",,Ukraine,
Volodymyrivka,Combats,"12,06,2022",,Ukraine,
Vrubivka,Combats,"12,06,2022",,Ukraine,
Zolote,Combats,"12,06,2022",,Ukraine,
Orikhove,Combats,"12,06,2022",,Ukraine,
Mazanivka,Combats,"12,06,2022",,Ukraine,
Ternova,Combats,"13,06,2022",,Contesté,
Rubizhne,Combats,"13,06,2022",,Contesté,
Izyum,Aéronef abattu,"13,06,2022",,Ukraine,
Blahodatne,Artillerie russe,"13,06,2022",,Ukraine,
Shyroke,Artillerie russe,"13,06,2022",,Ukraine,
Dobryanka,Artillerie russe,"13,06,2022",,Ukraine,
Trudolyubivka,Artillerie russe,"13,06,2022",,Ukraine,
Osokorivka,Artillerie russe,"13,06,2022",,Ukraine,zaporizhia
Tetyanivka,Combats,"13,06,2022",,Russie,
Bohorodychne,Combats,"13,06,2022",,Contesté,
Pryshyb,Combats,"13,06,2022",,Contesté,
Shestakove,Passage aérien,"13,06,2022",,Ukraine,
Zavody,Combats,"13,06,2022",,Ukraine,
Spivakivka,Combats,"13,06,2022",,Ukraine,
Severodonetsk,Combats,"13,06,2022",,Contesté,
Serebryanka,Artillerie russe,"13,06,2022",,Ukraine,
Lysychansk,Artillerie russe,"13,06,2022",,Ukraine,
Toshkivka,Artillerie russe,"13,06,2022",,Ukraine,
Viktorivka,Combats,"13,06,2022",,Russie,
Komishuvakha,Combats,"13,06,2022",,Contesté,
Vrubivka,Combats,"13,06,2022",,Ukraine,
Novoluhanske,Combats,"13,06,2022",,Ukraine,
Starytsya,Combats,"13,06,2022",,Russie,
Metolkine,Combats,"13,06,2022",,Ukraine,
Klintsy,Incident,"14,06,2022",,Russie,Russie
Kyselivka,Combats,"14,06,2022",,Contesté,
Stanislav,Combats,"14,06,2022",,Russie,
Soldatske,Combats,"14,06,2022",,Contesté,
Myrolyubivka,Combats,"14,06,2022",,Contesté,kherson
Pravdyne,Combats,"14,06,2022",,Contesté,
Mykolaivka S,Aéronef abattu,"14,06,2022",,,kherson
Nova kahovka,Incident,"14,06,2022",,Russie,
Prydonestke,Combats,"14,06,2022",,Ukraine,Izyum
Dementiivka,Artillerie russe,"14,06,2022",,Ukraine,
Ruska Lozova,Artillerie russe,"14,06,2022",,Ukraine,kharkiv
Peremoha,Artillerie russe,"14,06,2022",,Ukraine,kharkiv
Shestakove,Artillerie russe,"14,06,2022",,Ukraine,
Rubizhne K,Combats,"14,06,2022",,Contesté,
Tetyanivka,Artillerie russe,"14,06,2022",,Ukraine,
Chepil,Artillerie russe,"14,06,2022",,Ukraine,
Dolyna,Artillerie russe,"14,06,2022",,Ukraine,
Dibrovne,Artillerie russe,"14,06,2022",,Ukraine,
Bohorodychne,Artillerie russe,"14,06,2022",,Contesté,
Severodonetsk,Artillerie russe,"14,06,2022",,Contesté,
Mykolaivka,Artillerie russe,"14,06,2022",,Ukraine,
Berestov,Artillerie russe,"14,06,2022",,Ukraine,
Vrubivka,Artillerie russe,"14,06,2022",,Ukraine,
New York,Artillerie russe,"14,06,2022",,Ukraine,
Bilohorivka B,Artillerie russe,"14,06,2022",,Ukraine,proche bakhmut
Severodonetsk,Combats,"14,06,2022",,Contesté,
Berestov,Combats,"14,06,2022",,Ukraine,
Zolote,Combats,"14,06,2022",,Ukraine,
Simferopol,Incident,"15,06,2022",,Russie,
île des serpents,Fortification,"15,06,2022",,Russie,
Nyrkovo,Combats,"15,06,2022",,Contesté,
Metolkine,Combats,"15,06,2022",,Contesté,
Severodonetsk,Combats,"15,06,2022",,Contesté,
Dovgenke,Combats,"15,06,2022",,Russie,
Pasika,Combats,"15,06,2022",,Russie,
Bohorodychne,Combats,"15,06,2022",,Russie,
Dolyna,Combats,"15,06,2022",,Contesté,
Kyselivka,Combats,"15,06,2022",,Inconnu,
Vysokopillya,Combats,"15,06,2022",,Russie,
Katerynivka,Combats,"12,06,2022",,Russie,
Zolote,Combats,"15,06,2022",,Ukraine,
Nova kahovka,Bombardement,"15,06,2022",,Russie,
Snihurivka,Combats,"15,06,2022",,Inconnu,
Makiivka,Artillerie Ukrainienne,"15,06,2022",,Russie,Donestk
Toshkivka,Combats,"15,06,2022",,Ukraine,
Berestov,Combats,"15,06,2022",,Ukraine,
Rivnopil,Aéronef abattu,"16,06,2022",,,Donetsk
Prudyanka,Combats,"16,06,2022",,Ukraine,
Tsupivka,Combats,"16,06,2022",,Russie,
Dementiivka,Combats,"16,06,2022",,Ukraine,
Pytomnyk,Combats,"16,06,2022",,Ukraine,
Bohorodychne,Combats,"16,06,2022",,Contesté,
Zolote,Combats,"16,06,2022",,Ukraine,
Hirsk,Combats,"16,06,2022",,Ukraine,
Zolochiv,Artillerie russe,"16,06,2022",,Ukraine,
Bayrak,Artillerie russe,"16,06,2022",,Ukraine,
Peremoha,Artillerie russe,"16,06,2022",,Ukraine,
Rubizhne K,Artillerie russe,"16,06,2022",,Ukraine,
Verkhnii Saltiv,Artillerie russe,"16,06,2022",,Ukraine,
Lebyazhe,Artillerie russe,"16,06,2022",,Ukraine,
Severodonetsk,Combats,"16,06,2022",,Contesté,
Severodonetsk,Artillerie russe,"16,06,2022",,Contesté,
Lysychansk,Artillerie russe,"16,06,2022",,Ukraine,
Ustynivka,Artillerie russe,"16,06,2022",,Ukraine,
Loskutivka,Artillerie russe,"16,06,2022",,Ukraine,proche severodonetsk
Metolkine,Artillerie russe,"16,06,2022",,Contesté,
Borivske,Artillerie russe,"16,06,2022",,Ukraine,
New York,Artillerie russe,"16,06,2022",,Ukraine,
Pokrovske,Artillerie russe,"16,06,2022",,Ukraine,
Berestov,Combats,"16,06,2022",,Ukraine,
Mykolaivka,Artillerie russe,"16,06,2022",,Ukraine,
Severodonetsk,Combats,"17,06,2022",,Contesté,
Lysychansk,Artillerie russe,"17,06,2022",,Ukraine,
Dmytrivka,Combats,"17,06,2022",,Ukraine,
Mykolaïv,Bombardement,"17,06,2022",,Ukraine,
Soldatske,Combats,"16,06,2022",,Ukraine,
Pravdyne,Combats,"16,06,2022",,Ukraine,
Oleksandrivka,Combats,"16,06,2022",,Ukraine,
Kyselivka,Combats,"17,06,2022",,Russie,
île des serpents,Navire coulé,"17,06,2022",,Russie,
Zolote,Combats,"17,06,2022",,Ukraine,
Ustynivka,Artillerie russe,"17,06,2022",,Ukraine,
Dibrovne,Artillerie russe,"17,06,2022",,Ukraine,
Virnopillya,Artillerie russe,"17,06,2022",,Ukraine,
Krasnopillya,Combats,"17,06,2022",,Ukraine,
Bohorodychne,Combats,"17,06,2022",,Contesté,
Dolyna,Artillerie russe,"17,06,2022",,Ukraine,
Vasylivka,Combats,"17,06,2022",,Contesté,
Krasnyi Luch,Bombardement,"17,06,2022",,Russie,
Toshkivka,Combats,"19,06,2022",,Ukraine,
Zolote,Combats,"19,06,2022",,Ukraine,
Hirsk,Combats,"19,06,2022",,Ukraine,
Severodonetsk,Combats,"19,06,2022",,Contesté,
Lysychansk,Artillerie russe,"19,06,2022",,Ukraine,
Pravdyne,Combats,"19,06,2022",,Russie,
Kyselivka,Combats,"19,06,2022",,Russie,
Oleksandrivka,Combats,"19,06,2022",,Ukraine,
Soldatske,Combats,"19,06,2022",,Ukraine,
Donetsk,Artillerie Ukrainienne,"18,06,2022",,Russie,
Donetsk,Artillerie Ukrainienne,"19,06,2022",,Russie,
Ternova,Combats,"18,06,2022",,Russie,
Bayrak,Combats,"18,06,2022",,Ukraine,
Rubizhne,Combats,"18,06,2022",,Ukraine,
Vesele,Combats,"18,06,2022",,Ukraine,
Kharkiv,Bombardement,"18,06,2022",,Ukraine,
Hrushuvakha,Artillerie russe,"18,06,2022",,Ukraine,
Dibrovne,Artillerie russe,"18,06,2022",,Ukraine,
Krasnopillya,Combats,"18,06,2022",,Ukraine,
Dolyna,Artillerie russe,"18,06,2022",,Ukraine,
Sydorove,Artillerie russe,"18,06,2022",,Ukraine,lyman
Mayake,Artillerie russe,"18,06,2022",,Ukraine,lyman
Lysychansk,Artillerie russe,"18,06,2022",,Ukraine,
Severodonetsk,Combats,"18,06,2022",,Ukraine,
Metolkine,Combats,"18,06,2022",,Ukraine,
Voronove,Artillerie russe,"18,06,2022",,Ukraine,
Spirne,Artillerie russe,"18,06,2022",,Ukraine,Donetsk
Berestov,Combats,"18,06,2022",,Ukraine,
Hirsk,Combats,"18,06,2022",,Ukraine,
Zolote,Artillerie russe,"18,06,2022",,Ukraine,
Soledar,Artillerie russe,"18,06,2022",,Ukraine,
Klynove,Artillerie russe,"18,06,2022",,Ukraine,Donetsk
Kodema,Combats,"18,06,2022",,Ukraine,Donetsk
Zhelanne,Artillerie russe,"18,06,2022",,Ukraine,Donetsk
Orlivka,Artillerie russe,"18,06,2022",,Ukraine,Donetsk
Opytne,Artillerie russe,"18,06,2022",,Ukraine,Donetsk
Vodyane,Artillerie russe,"18,06,2022",,Ukraine,Donetsk
Dementiivka,Artillerie russe,"18,06,2022",,Ukraine,
Bayrak,Artillerie russe,"18,06,2022",,Ukraine,
Verkhnii Saltiv,Artillerie russe,"18,06,2022",,Ukraine,
Tsyrkuny,Artillerie russe,"18,06,2022",,Ukraine,
Shcherbaky,Artillerie russe,"18,06,2022",,Ukraine,zaporizhia
Novodanylivka,Artillerie russe,"18,06,2022",,Ukraine,zaporizhia
Malynivka,Artillerie russe,"18,06,2022",,Ukraine,
Temyrivka,Artillerie russe,"18,06,2022",,Ukraine,zaporizhia
Velyka Komyshuvakha,Combats,"18,06,2022",,Contesté,
Krasnopillya,Combats,"18,06,2022",,Ukraine,
Dolyna,Combats,"18,06,2022",,Ukraine,
Metolkine,Combats,"19,06,2022",,Russie,
Vesele,Combats,"20,06,2022",,Russie,
Bohorodychne,Combats,"20,06,2022",,Contesté,
Myrna Dolyna,Combats,"20,06,2022",,Ukraine,
Bila Hora,Combats,"20,06,2022",,Ukraine,
Toshkivka,Combats,"20,06,2022",,Russie,
Mykolaivka,Combats,"20,06,2022",,Ukraine,
Dolyna,Combats,"20,06,2022",,Contesté,
Bilozerka,Artillerie Ukrainienne,"20,06,2022",,Russie,
Chepil,Artillerie russe,"20,06,2022",,Ukraine,
Velyka Komyshuvakha,Artillerie russe,"20,06,2022",,Ukraine,
Virnopillya,Artillerie russe,"20,06,2022",,Ukraine,
Dibrovne,Artillerie russe,"20,06,2022",,Ukraine,
Kurulka,Artillerie russe,"20,06,2022",,Ukraine,
Mazanivka,Artillerie russe,"20,06,2022",,Ukraine,
Krasnopillya,Artillerie russe,"20,06,2022",,Ukraine,
Dolyna,Artillerie russe,"20,06,2022",,Ukraine,
Bohorodychne,Artillerie russe,"20,06,2022",,Ukraine,
Pryshyb,Artillerie russe,"20,06,2022",,Ukraine,
Mayake,Artillerie russe,"20,06,2022",,Ukraine,
Mykolaivka,Artillerie russe,"20,06,2022",,Ukraine,
Lysychansk,Artillerie russe,"20,06,2022",,Ukraine,
Severodonetsk,Artillerie russe,"20,06,2022",,Ukraine,
Syrotyne,Artillerie russe,"20,06,2022",,Ukraine,
Voronove,Artillerie russe,"20,06,2022",,Ukraine,
Borivske,Artillerie russe,"20,06,2022",,Ukraine,
Ustynivka,Artillerie russe,"20,06,2022",,Ukraine,
Toshkivka,Artillerie russe,"20,06,2022",,Russie,
Hirsk,Artillerie russe,"20,06,2022",,Ukraine,
Orikhove,Artillerie russe,"20,06,2022",,Ukraine,
Zolote,Artillerie russe,"20,06,2022",,Ukraine,
Berestov,Artillerie russe,"20,06,2022",,Ukraine,
Bilohorivka B,Artillerie russe,"20,06,2022",,Ukraine,
Pokrovske,Artillerie russe,"20,06,2022",,Ukraine,
Yakovlivka,Artillerie russe,"20,06,2022",,Ukraine,
Klynove,Artillerie russe,"20,06,2022",,Ukraine,
Zaytseve,Artillerie russe,"20,06,2022",,Ukraine,
Severodonetsk,Combats,"20,06,2022",,Contesté,
Kyselivka,Combats,"20,06,2022",,Contesté,
Pravdyne,Combats,"20,06,2022",,Contesté,
Oleksandrivka,Combats,"20,06,2022",,Contesté,
Kharkiv,Artillerie russe,"21,06,2022",,Ukraine,
Mali Shcherbaky,Artillerie russe,"21,06,2022",,Ukraine,zaporizhia
Kostiantynivka,Artillerie russe,"21,06,2022",,Ukraine,
Zaliznychne,Artillerie russe,"21,06,2022",,Ukraine,zaporizhia
Hulyaipole,Artillerie russe,"21,06,2022",,Ukraine,
Malynivka,Artillerie russe,"21,06,2022",,Ukraine,
Vuhledar,Artillerie russe,"21,06,2022",,Ukraine,Donestk
Novomykhailivka,Artillerie russe,"21,06,2022",,Ukraine,
Marinka,Artillerie russe,"21,06,2022",,Ukraine,
Marinka,Combats,"21,06,2022",,Ukraine,
Netaylove,Artillerie russe,"21,06,2022",,Ukraine,Donestk
Avdiyivka,Artillerie russe,"21,06,2022",,Ukraine,
Kamyanka,Artillerie russe,"21,06,2022",,Ukraine,
Ocheretyne,Artillerie russe,"21,06,2022",,Ukraine,
New York,Artillerie russe,"21,06,2022",,Ukraine,
Myrna Dolyna,Combats,"21,06,2022",,Ukraine,
Severodonetsk,Combats,"21,06,2022",,Contesté,
Lysychansk,Artillerie russe,"21,06,2022",,Ukraine,
Ustynivka,Combats,"21,06,2022",,Russie,
Hirsk,Combats,"21,06,2022",,Contesté,
Vershyna,Combats,"21,06,2022",,Contesté,
Semyhirya,Combats,"21,06,2022",,Contesté,
Hrushuvakha,Artillerie russe,"21,06,2022",,Ukraine,
Virnopillya,Artillerie russe,"21,06,2022",,Ukraine,
Mazanivka,Artillerie russe,"21,06,2022",,Ukraine,
Adamivka,Artillerie russe,"21,06,2022",,Ukraine,kharkiv
Dolyna,Combats,"21,06,2022",,Ukraine,
